"W1","W2","L1","A1","C1","Y1","L2","A2","C2","Y2","L3","A3","C3","Y3","L4","A4","C4","Y4"
-0.560475646552213,0,-1.55710971670999,0,1,0,-2.24447414428225,0,1,0,-1.47140893966986,0,1,0,-3.39244471552157,1,1,0
-0.23017748948328,0,-0.261642358262699,1,1,0,0.21157735138542,0,1,0,0.912273987665207,0,1,0,-0.505962772700084,1,1,0
1.55870831414912,0,-0.158754462816905,1,1,0,2.24450803113791,1,1,0,1.78096325779637,1,1,1,2.86581469624217,1,0,NA
0.070508391424576,1,0.653778636860429,0,1,0,2.68291729548173,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.129287735160946,1,0.81116763343,0,1,1,-0.440827103548029,1,1,1,2.26329713185152,1,1,1,1.99015375893714,1,0,NA
1.71506498688328,1,2.40208889262393,1,1,0,3.14212964320094,1,1,1,3.81603382734954,1,0,NA,NA,NA,NA,NA
0.460916205989202,0,-1.42492968999131,0,1,0,0.715535637208181,1,1,0,1.7491823282387,1,1,1,4.27231228309901,1,1,1
-1.26506123460653,1,0.0761341514770496,0,1,0,-0.543254546365873,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.686852851893526,1,0.745292395784322,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.445661970099958,0,-0.301832115149116,0,1,0,-0.0123507699165091,0,1,1,-1.4436807089868,0,1,0,-1.54249402180494,0,1,0
1.22408179743946,1,1.37171328555052,1,1,1,2.37993571805789,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.359813827057364,0,-1.53435380291838,0,1,1,-2.27264205093374,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.400771450594052,0,1.42255860101522,1,1,1,3.2121415212362,1,1,1,2.04369549428915,1,0,NA,NA,NA,NA,NA
0.11068271594512,1,-0.124077901017367,0,1,1,0.854747220847459,1,1,0,2.35469876277443,1,0,NA,NA,NA,NA,NA
-0.555841134754075,0,-0.609097642676658,1,1,0,-0.180695263638647,0,1,0,0.508194228983022,0,1,0,-0.235473555392286,1,0,NA
1.78691313680308,1,1.36854483027526,1,1,1,1.90717612423285,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.497850478229239,1,1.45755419883327,1,1,0,0.783767209265779,1,1,1,1.32021915991726,1,1,1,3.72387264086771,1,1,1
-1.96661715662964,0,-0.295983139245576,0,1,0,-0.247895595397542,0,1,0,1.53128806538336,1,1,1,1.01524631809471,0,1,1
0.701355901563686,1,0.41358806727398,0,1,0,0.803552993101342,1,1,1,0.722840743762547,1,1,0,-0.839666166609088,0,1,0
-0.472791407727934,1,-0.529342676695521,0,1,0,1.78562816557569,0,1,1,1.31700904904687,1,0,NA,NA,NA,NA,NA
-1.06782370598685,0,1.13263682419216,1,1,0,0.746859845224219,0,1,0,1.20407023041616,1,1,1,2.51244737471009,1,1,1
-0.217974914658295,0,-2.28618140194223,0,1,0,-1.54561006758603,0,1,0,-1.61381950915981,0,1,1,-0.601753639888605,0,1,0
-1.02600444830724,1,0.104657386540557,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.72889122929114,1,1.67687410024304,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-0.625039267849257,1,-0.190249978139516,0,1,0,2.79763348740633,0,1,0,1.18690457402559,1,0,NA,NA,NA,NA,NA
-1.68669331074241,0,-1.66803108515668,0,1,0,-1.85416892860691,0,1,0,-1.65265843270424,0,1,0,-0.384231804519266,0,1,0
0.837787044494525,1,1.14139978080446,1,1,0,1.00215901918126,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.153373117836515,1,-1.04805980775198,0,1,0,-2.48952319791853,0,1,0,-1.24289834754952,0,1,0,-2.57348768362909,0,1,1
-1.13813693701195,0,-1.77315546991047,1,1,0,-1.28571099071667,0,1,0,-2.21566293090887,0,1,0,-2.7744149785241,0,1,0
1.25381492106993,1,0.873963960869528,0,1,0,0.374175489066367,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.426464221476814,0,-1.49071231898847,0,1,0,-0.967868073772038,1,1,0,-0.365523101007294,0,1,0,0.157386263682456,0,0,NA
-0.295071482992271,1,-0.653596435490982,1,1,1,1.86154633168174,1,1,1,1.04364840979325,0,1,0,-0.0681087975251142,0,0,NA
0.895125661045022,1,0.987270851893289,1,1,1,-0.452829427462208,1,1,0,1.37164587672074,1,1,1,2.19960593900602,0,0,NA
0.878133487533042,0,1.38293994860001,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.821581081637487,1,1.12528361626696,1,1,0,1.91722838982636,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.688640254100091,1,1.00657944686831,1,1,1,0.663451137734527,1,1,0,1.39189655155966,1,1,1,1.45971778185989,1,1,1
0.553917653537589,0,0.81255166010508,1,1,1,0.669392775952449,1,1,0,1.42817589023032,1,1,1,2.33311250700947,1,1,0
-0.0619117105767217,0,0.679556211176133,0,1,1,1.62125976888344,1,1,0,2.86085813446677,1,0,NA,NA,NA,NA,NA
-0.305962663739917,0,-1.22955993995971,0,1,0,-1.37307672394442,0,1,0,-0.277490495259767,0,1,0,-1.59259712720937,0,1,0
-0.380471001012383,0,-0.576728954050022,0,1,0,-2.04733951015579,0,1,0,0.330298908724781,0,1,0,0.297355864468612,0,1,0
-0.694706978920513,0,-0.335314833774061,0,1,0,-1.05499045041349,0,1,0,-2.33031714524023,0,1,0,-2.50394225968824,0,1,0
-0.207917278019599,0,-0.404950813583154,0,1,0,0.616167348127494,0,1,0,-0.240641153129893,1,1,0,0.0162756308434983,0,1,0
-1.26539635156826,0,-1.80998032891154,0,1,0,-3.02777240274209,0,1,0,-2.47795681962344,0,1,1,-2.54267823808808,0,1,0
2.16895596533851,1,1.41782645063413,1,1,0,1.30898990846285,1,1,1,3.26105066869158,1,1,1,6.19572727269672,1,0,NA
1.20796199830499,1,1.6027455077063,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
-1.12310858320335,0,-0.496698786386117,0,1,0,-0.11395728355776,0,1,0,-0.339119628457979,0,1,0,-2.15658203452711,1,0,NA
-0.402884835299076,0,0.351037357561015,0,1,0,1.4191033834029,0,1,0,0.798699663519511,1,1,0,2.18835848714122,1,1,1
-0.466655353623219,1,-0.42168858067249,1,1,0,0.59403166044853,1,1,1,1.40503694127074,0,1,1,3.99554209413747,1,1,1
0.779965118336318,1,0.832630763458533,1,1,0,0.775131924455828,1,1,1,4.43478876251541,1,1,1,4.86541547321585,1,1,1
-0.0833690664718293,0,0.739361345331159,0,1,0,0.0274627256688355,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
0.253318513994755,1,0.730008264261623,1,1,0,0.217108275669642,1,1,0,0.806935930818529,1,1,1,2.34346808872436,1,0,NA
-0.028546755348703,1,0.749844373909482,1,1,0,-0.77432529070604,0,1,0,-0.741421512202519,0,1,0,-0.743707327040228,0,1,0
-0.0428704572913161,1,-1.20355585255178,0,1,0,-0.695570770442382,0,1,0,-0.908453011425663,0,1,0,0.326592358808532,1,1,0
