"W1","W2","W3","A","Y"
-0.560475646552213,0,1.53843019889679,0,0.302209292099696
-0.23017748948328,1,-0.109710321176239,1,1.39604672749768
1.55870831414912,0,0.511470754698125,1,1.29248457115051
0.070508391424576,1,0.213957979642262,1,2.95396287542138
0.129287735160946,1,-0.186120699373496,1,3.08850049194735
1.71506498688328,0,-0.120393824622494,0,2.8793309568748
0.460916205989202,1,1.01283433584425,1,3.4993359270359
-1.26506123460653,0,-0.2014581469715,0,-0.904364509794417
-0.686852851893526,0,-2.0376824944408,0,1.70162883417757
-0.445661970099958,0,-0.195889248829828,1,2.01740186971125
1.22408179743946,0,0.539790605536274,0,1.26552197927684
0.359813827057364,0,0.61645571635144,0,0.0300765134753358
0.400771450594052,0,0.616567817477434,0,2.35584840321341
0.11068271594512,1,-1.69210152086908,1,2.98581473698512
-0.555841134754075,0,0.368742058011194,0,0.761530060219845
1.78691313680308,1,0.967859209947064,0,2.36263326893503
0.497850478229239,1,1.27657868146766,1,2.91128620794001
-1.96661715662964,1,-0.224961271044116,1,0.719467491359151
0.701355901563686,0,-0.321892586182801,0,0.714594814671885
-0.472791407727934,0,1.48783783187804,1,1.88139076610072
-1.06782370598685,0,-1.66792804577932,0,0.153850472419647
-0.217974914658295,1,-0.436829976913125,1,1.14827758135382
-1.02600444830724,1,0.457462079357455,0,0.581699751545034
-0.72889122929114,0,-1.61777376538123,1,0.457147210178288
-0.625039267849257,1,0.279627862431757,1,1.86241690736736
-1.68669331074241,0,1.87786402105219,0,0.0203245080233624
0.837787044494525,1,-0.00406065343634058,1,3.74635025446744
0.153373117836515,0,-0.278454024963586,1,0.135653484678687
-1.13813693701195,0,0.474911714034054,1,1.09537812747615
1.25381492106993,1,-0.279072170787307,0,1.82266931582668
0.426464221476814,0,0.813400374079065,1,4.38558555518053
-0.295071482992271,1,0.904435464449695,1,3.07599929731419
0.895125661045022,0,0.00269166123012091,1,1.80176490101075
0.878133487533042,0,-1.17669215774973,0,0.229972002101429
0.821581081637487,1,-1.31822072745909,0,1.4065228561003
0.688640254100091,1,-0.592997365655317,1,2.73002403107571
0.553917653537589,0,0.797380500549836,0,1.50317285041433
-0.0619117105767217,1,-1.95820517465693,0,1.50177163833268
-0.305962663739917,0,-1.88632515873255,0,0.97987851826004
-0.380471001012383,0,-0.653779824760103,0,1.04648681830469
-0.694706978920513,1,0.394394847980585,0,2.49596223546913
-0.207917278019599,1,-0.913566048164992,1,1.50110394014112
-1.26539635156826,0,0.886749037096059,0,0.671164731097748
2.16895596533851,1,0.333369970155182,0,2.67773512801576
1.20796199830499,0,-0.17063961823861,1,1.76362255942443
-1.12310858320335,0,0.81882813653178,0,2.44528785447537
-0.402884835299076,0,0.388365162819368,1,1.67557607931945
-0.466655353623219,0,-0.445935027212156,0,1.00940410722463
0.779965118336318,1,0.23111493441816,1,0.900326320459446
-0.0833690664718293,1,0.647513357977592,1,2.44605227722211
0.253318513994755,1,0.356283344862047,1,2.53187075875478
-0.028546755348703,1,-0.658010207949479,1,0.615971416843362
-0.0428704572913161,1,0.855202205064192,1,1.69527090302355
1.36860228401446,1,1.15293622555862,1,4.02284626859523
-0.225770985659268,1,0.276274556543337,0,2.47468199185189
1.51647060442954,0,0.144104662462187,0,-0.208229472744868
-1.54875280423022,1,-0.075625080779838,1,1.11154905570273
0.584613749636069,0,2.16141584630279,0,-0.143879859817608
0.123854243844614,0,0.276315532135793,1,0.971288279228003
0.215941568743973,1,-0.158294028699944,1,2.54167823545485
0.379639482759882,1,-2.50791780219725,1,1.94032608428949
-0.502323453109302,0,-1.56528176503053,0,1.37597885901862
-0.33320738366942,0,-0.0776732006105648,1,1.32112044659556
-1.01857538310709,0,0.206294044843098,1,1.61383396498546
-1.07179122647558,0,0.276872458861614,1,0.597608648258757
0.303528641404258,1,0.821506780448618,0,0.908552074944878
0.448209778629426,1,-0.194152409320457,1,2.94124169920987
0.0530042267305041,0,1.21458879448256,1,2.92799171769746
0.922267467879738,1,-0.921516042869578,1,1.37563532027316
2.05008468562714,1,-1.20844272044307,0,0.567928231420998
-0.491031166056535,1,-1.22898617755381,1,2.43216607929195
-2.30916887564081,1,0.742297024186518,1,-0.171013183144881
1.00573852446226,1,-0.082919942339226,1,1.37179312400363
-0.709200762582393,1,0.789817921820499,1,1.70994602505301
-0.688008616467358,1,-0.267706421557085,1,-0.289070133138846
1.0255713696967,1,-0.591892102212813,1,2.53474957601323
-0.284773007051009,0,-0.368352575126506,1,1.24431031440733
-1.22071771225454,0,-1.85261682424173,1,0.769714954622194
0.18130347974915,0,-1.16961526041411,0,0.433061097625363
-0.138891362439045,0,-1.44203464635845,0,-0.0246783775516077
0.00576418589988693,0,1.05432227197535,0,0.776407546853114
0.38528040112633,0,-0.5973300913628,0,1.46566742613592
-0.370660031792409,0,0.78945985279018,0,-0.0227767866726112
0.644376548518833,0,1.51649060169196,0,1.97515854618237
-0.220486561818751,1,-0.191774809109942,1,0.840042191801239
0.331781963915697,0,0.283878906352351,1,2.36323631047657
1.09683901314935,0,-1.75106751939608,1,0.813758967690495
0.435181490833803,0,-0.818669777519803,1,0.705800925348377
-0.325931585531227,1,0.0562148493828386,1,3.58164443526856
1.14880761845109,0,0.299086903336152,0,2.0120527928098
0.993503855962119,1,-0.759398117298882,1,-0.501589972150417
0.54839695950807,0,2.6848589992268,1,2.40913528300785
0.238731735111441,0,-0.458390139092389,1,0.921847221084515
-0.627906076039371,0,0.0642435566300379,1,0.105485587763489
1.36065244853001,1,0.649791867153518,1,3.01456880050424
-0.600259587147127,1,-0.0260186347739953,0,1.20528160813509
2.18733299301658,1,-0.643567387027114,1,0.832563229496995
1.53261062618519,1,1.04530566396331,0,3.92037471616451
-0.235700359100477,0,1.6155453232072,0,-1.00435967220338
-1.02642090030678,0,-0.0296939710498354,1,1.68761134415535
-0.710406563699301,1,0.562267345403066,1,1.84473913546374
0.25688370915653,1,-0.0974124985026302,1,2.73847412711675
-0.246691878462374,0,1.01645521770216,1,1.87082758685448
-0.347542599397733,1,-1.15616739425985,0,0.0722613991522902
-0.951618567265016,1,2.32086022399448,1,0.188741051263229
-0.0450277248089203,1,-0.603531247788338,1,1.18692605352631
-0.784904469457076,1,-1.45884941443809,1,3.49922744670244
-1.66794193658814,1,-0.35091782719307,1,1.29617858079114
-0.380226520287762,1,0.146708484145002,1,3.54339871454971
0.918996609060766,1,1.62362120768023,1,4.02934575894014
-0.575346962608392,0,0.91120967677132,0,2.45430900194364
0.607964322225033,1,0.142458432045787,1,3.25640495262054
-1.61788270828916,0,-1.38948352398816,1,0.263577806858315
-0.0555619655245394,0,-0.866037744672114,1,0.310487719614913
0.519407203943462,0,-0.163284932229294,0,0.429201180688816
0.301153362166714,0,2.55302611346059,1,0.665010115979335
0.105676194148943,0,-1.86022757421841,1,1.59770047127711
-0.640706008305376,1,1.13105465184602,1,3.43223569892876
-0.849704346033582,0,-0.527234257233921,1,1.61200650075824
-1.02412879060491,1,1.66599089998742,0,1.17502908101687
0.117646597100126,0,-1.1392006399734,0,-0.0956254287705809
-0.947474614184802,0,0.143623234662747,1,4.36869067761065
-0.490557443700668,1,-1.09955094170275,1,1.8121497102777
-0.256092192198247,0,0.903516426361675,0,2.90766964417506
1.84386200523221,0,1.48377948873809,1,2.1061611515346
-0.651949901695459,0,1.95072100640115,1,1.87428663097053
0.235386572284857,1,0.797600657589519,1,3.42611202165047
0.0779608495637108,1,1.84326625457782,1,4.60582595940995
-0.961856634130129,0,1.24642390866165,1,1.59476190811943
-0.0713080861235987,1,-0.131874911824015,1,2.60398443064549
1.44455085842335,1,0.4770372382847,0,-0.302215332696612
0.451504053079215,1,-0.971994211475933,0,0.400388486097762
0.0412329219929399,1,-0.185202169400994,1,0.649900133130723
-0.422496832339625,1,1.22096370834882,1,3.79346856395745
-2.05324722154052,1,0.54128414348235,1,0.550334099356367
1.13133721341418,1,0.45735733162533,1,2.28347133981923
-1.46064007092482,0,-1.03813103968721,0,0.725584408187562
0.739947510877334,0,-0.604513230334117,1,2.45047571500218
1.90910356921748,1,-0.764606013753569,0,-0.300453393011657
-1.4438931609718,0,0.395295870013499,1,1.32849011257208
0.701784335374711,1,-0.990507630466559,1,0.394121331900448
-0.262197489402468,0,0.562041390099052,0,0.878960921744293
-1.57214415914549,0,-1.11641641193354,1,1.3584219862215
-1.51466765378175,1,1.82853045813536,1,3.05751125961527
-1.60153617357459,0,0.460591349478104,0,1.30445657606923
-0.530906522170303,0,-0.70100361225327,0,-0.362219274493341
-1.4617555849959,1,0.241045932501223,0,-1.30543729543863
