"W1","W2","A"
0.775097903935566,-1.18063239569365,2.41083678999424
-1.1424670505057,0.490813168332749,2.31940210382067
1.63483829277736,-0.38462868022701,2.33800564909945
-1.18666555085936,-0.743706127008123,0.410416279564923
-1.73437211372376,1.74081141456639,-8.11599921197315
0.986647383666566,-0.467279335852421,-0.0337537613329997
-1.14675012051921,0.737095542499549,0.950003098139277
-1.16874498101662,0.702131121567729,-2.0139579474034
0.746692575738536,0.0702371326569998,1.140273451704
-1.19442565817443,0.504626161125565,-0.346648642719817
1.84643636420662,0.564430744514113,-2.0184223524019
0.237591210389643,-2.45996166018813,4.51486058181113
0.332775738560945,-0.487889360879049,0.747264476481129
-1.12368806324318,-2.71163050778967,4.33607247208523
0.110539848057549,-0.279157230253537,4.91738624443011
-0.170886227175815,-0.964993897437595,2.94939852290101
0.379814073305475,-0.775923287589357,-1.75759836650009
-1.13090980391145,0.407864332487211,3.31691339220436
-0.266714508682113,1.71746405626112,-4.63701546188931
0.581725848374009,-0.507166505812778,6.591589171233
-0.347585146753932,0.0156533660440898,2.4295289952652
-0.0410772815947564,-0.370179591803869,-0.916170579131612
0.244739186103707,-0.874395970493505,4.77522914789612
0.80491405091824,-0.317326649590058,0.652313281296763
0.529582392789345,0.945469863563336,-0.250906571120201
0.0401714118057943,-0.151318772991139,0.114353805223546
-1.43342293624265,-0.198567075754156,1.96751050084657
1.57966652758678,-0.27569887080409,2.42579232853536
0.34234928876386,3.31525005978162,-4.68444150812372
0.338240015358273,-2.53970499392717,5.47134536896003
1.0617346192367,-1.32364467547864,4.12322633385724
0.886960179486229,-1.72940105102162,0.333159736814193
-0.25391331203178,-0.274888679973011,-0.698146714039045
-1.55030989813955,-0.373383098449568,0.27110009564425
-1.08148897451433,0.467372058050519,0.355577214739024
-0.160023343483913,0.360819486793452,-0.221640384923357
0.465478658726927,-0.0165244240029659,4.25846412021224
-0.126434566539762,-0.719990862341291,4.55245735434984
-1.64654484821772,0.793485542933594,-1.89332915627732
0.502646634189747,-0.874178853840272,-1.04230008060314
1.22300965769862,1.76142356018131,-1.65272164949458
-0.0836541885945956,1.04942108248803,-3.03441647355219
-1.37954810526138,-0.263082650212935,2.39568527916386
-0.148093562066391,-0.998159415018932,-0.0692991497387898
0.520693958266052,-1.19506054900257,3.06223860731847
-0.437171712193584,0.0126621198726315,0.139821891502429
0.672148865197039,-0.520741366176474,3.06249923665253
0.952140520970138,1.58443548809116,0.513604927342003
0.247285602020895,0.443681622163248,1.88961238495265
-0.944414556857127,0.0542409025657748,-1.85585672771226
1.28602504748479,-1.91751353951638,6.94938272464974
0.787548710018582,-0.813923493386944,1.89480088128178
0.235679704759718,0.0794986849840889,-2.25219290362876
1.76290070690118,0.471011498330932,3.43640289218254
-1.61246438172227,0.510553416464055,3.79168374873751
-0.53802037687918,-1.36157900881905,3.58645853577418
0.822703545310481,1.73568554069762,0.772003556490886
-0.407318373414228,0.842980059858074,-2.25044554859987
-0.874075060921086,-1.02159766549295,1.34251037157191
-0.776134343568664,-1.51184423154629,3.72994725108457
0.298817311220344,0.0729763698695069,1.3556187414541
-0.0889692557891816,1.57718759608953,-0.409227152239441
2.6773890509045,0.422408682523133,-2.41928387286545
-0.198335188807604,-1.05094115196964,2.90534904897006
-0.202655747632136,1.62711231908366,0.112433206376318
0.184122316517316,0.698076367244722,-0.82413059709664
-0.474300906502905,-0.347623395541794,3.69433833051591
-0.634436713782711,2.15973129792826,-2.04694994420242
-0.338246654921865,-0.0183233479875535,5.85526044700539
0.366755095763486,0.16830607565511,0.261124240228141
1.80676347339399,0.281878570468074,-1.83036921535622
-0.778340935627011,1.54586379235043,-1.15337960701023
-0.244343711495866,-1.90319503583403,6.52672966301406
-1.67750714297384,-0.430371803981462,-1.05275119115247
1.96897687920381,-0.698264069855629,5.49792960887986
-0.573270552807562,0.491380239418983,-4.43316797455198
0.981911448266266,-1.84369605636494,5.04595354473089
0.24373112711249,1.16599669591467,-3.14614537032972
